tweet_id,bio_id,text
1345037064111333386,L000559,Let's start off 2021 right by spending it safely with those in our household. Wishing everyone a Happy New Year!
998969322159706113,B001274,Martha &amp; I spent some time today— our 42nd wedding anniversary— assembling care packages for deployed U.S. service members at a Capitol Hill event hosted by the @the_USO. #BeTheForce https://t.co/dpspXA9DJn
1361495767849070595,M001111,Thank you to Officer Goodman and all the officers who worked to keep us all safe during the violent attack on January 6. https://t.co/YGwEkLwzKH
913849260512305154,W000802,".@POTUS, your promise to declare opioid crisis a nat'l emergency is OVERDUE. You campaigned on addressing it. Back up your words w/ action. https://t.co/5nb46qWCUe"
1204853874101800961,C000754,"According to a recent report, 85% percent of pregnancy-related deaths in Tennessee were preventable. Today I attended the Black Maternal Health Caucus’ panel discussion where NIH Director, Dr. Francis S. Collins, headlined the discussion on this issue. https://t.co/JykmvWY0VD"
1109192747221692416,S001165,"The Gateway Project would repair New Jersey and New York’s share of this infra. It would take some time and be expensive, but it’s worth it. If this any part of this infrastructure fails, in Jersey or in Maryland or anywhere else along the Corridor, it’d be bad for all of us."
1238415744809013248,C001095,A missed opportunity to say the least. It’s shameful that @SenateDems won’t make providing medical professionals with critical supplies a priority. Thanks to @SenatorFischer for her work on this. https://t.co/ELm0Vq41Bt
1131371669493362689,C000127,"This proposed mine in the Skagit River headwaters could negatively impact Washington state’s tourism &amp; recreation economy, the public health of citizens, and our state’s cultural &amp; natural resources.

https://t.co/G1PsY8OvaO"
1118244695161880577,M001156,#ICYMI: Yesterday I joined @TeamCavuto for #TaxDay to talk about how the #TaxCutsandJobsAct has helped lead to record low unemployment and real wage growth for #NC10 and workers all across the country. Click here to watch → https://t.co/GHaPTUKJD2
1126178255097167873,P000617,Great to spend time with @theULEM @YPNULEM &amp; Urban League Guild leadership on the State of Black America &amp; Black #MA re: #census #reentry #homeownership &amp; #workforcedev #mapoli https://t.co/7FrdrDKSkt
909127922597871617,O000170,My thanks to Alberto &amp; Carmen Delgado who allowed me to present the Bronze Star Alberto earned in Vietnam at our veterans town hall today. https://t.co/Il50dXm02A
1125761199440662529,C001096,"Joined @LizMacDonaldFOX on @FoxBusiness to discuss immigration funding. 

Both sides agree there is a humanitarian crisis at the southern border. 

But House Democrats are refusing to fund response efforts just because that would require working with @POTUS @realDonaldTrump. https://t.co/MhQZJolgM2"
1245865237116403712,B001285,"On https://t.co/F3xHFZATX4, you can find resources and information including:
📖 COVID-19 Resource Guide
📜Legislation passed by Congress
💵 Economic Impact Payments
📝 Small Business Loans
⚠️ Updates on #COVID19"
1151276500194406400,S001189,Uncivil discourse diminishes our ability to pass meaningful legislation that works to solve the challenges our country faces. (2/2)
1255895624844746756,H001042,"When Mitch McConnell says states should file for bankruptcy, he’s basically telling them you’re on your own. He should be ashamed of himself.
 
In our country, we come together to help each other in times of crisis. He should just back off. https://t.co/DGi9VJVg6j"
885577201701330945,B001230,I hope Republicans are hearing these stories and realize that this partisan nonsense over health care needs to stop. https://t.co/9XnREpzFV9
886323731060203521,M001137,"Honored to work with my colleague, dear friend, and inspiration, @repjohnlewis. We've come far but we still have a long way to go #Hero https://t.co/FhOhXY0E58"
1243638131531952131,E000297,"This is the only place #Dreamers have called home and 27,000 DACA recipients are working tirelessly on the frontlines of the #coronavirus public health crisis and they are critical in this fight to #StopTheSpreadOfCOVID19. #HomeIsHere #ProtectDreamers https://t.co/AT0i8vkjDn"
1204377002440089601,H001071,"Democrats are masterful at accusing others of the very crimes they have committed themselves.

From lying about evidence of Russian collusion to fabricating @realDonaldTrump’s call transcripts to coordinating with the never-to-be-seen “whistleblower,” Schiff has abused his power. https://t.co/TUPaSx2Rlk"
1276925006241574913,L000590,Today is National #HIVTestingDay. Learn more about how and where to get tested here: https://t.co/lV5a3A4i1G
1300066628726648832,P000096,"Today marks 107 days since the House approved $25 billion to help @USPS survive the pandemic and 207 days since we passed the USPS Fairness Act.

Mcconnell republicans are blocking both and doing nothing. Trump and republicans together are destroying the Post Office."
1095465484949078016,W000826,Visiting with schools in #PA07 is not only one of my favorite things but also one of the most import aspects of my work on @EdLaborCmte. Thank you for coming to my DC office! https://t.co/BqE6XZP8Eu
883726281673658368,S001197,... I'm sad for them https://t.co/g3kEfhHK4b
933454980371099648,Q000023,"While Trump &amp; Republicans are promising ""huge tax cuts for Christmas,"" the nonpartisan @TaxPolicyCenter says #GOPTaxScam raise #taxes on 50% of Americans. Higher taxes are one gift #middleclass families can't afford. https://t.co/hiPd2G5hko"
1008828740988801026,L000580,"What the Trump administration is doing is absolutely shameful, immoral, and indefensible. We must come together to reject these inhumane actions and live up to our ideals as a nation of compassion, refuge and freedom. /4"
1011636187130486784,S001170,"I was lucky to know Wayne Alterisio and honored to call him my friend. Wayne was a tireless advocate for the working men and women of NH. A friend to labor and to all of humanity, Wayne cared about people and making lives better. I am keeping his family in my thoughts &amp; prayers. https://t.co/f7uU6rzsFJ"
1123260822397046785,U000031,"Joined @1450WHTC to talk about improving infrastructure. 

Our roads and bridges are particularly bad in Michigan, but there’s a real need for infrastructure improvements across the country.  

Listen to more of our interview below. https://t.co/JMD9ozmqNn"
1357016838996164613,D000563,"If inciting an attempted violent overthrow of our government is not a crime against our nation, what in God’s name is?"
944625408296865792,G000560,"As we start looking forward to the new year, I’m reminded that 2017 was a year of accomplishments: https://t.co/TLOD0XbmSF"
1110982552553058304,G000585,".@realDonaldTrump wants to take us out of the #ParisAgreement.

@HouseDemocrats say no.

#ClimateChange is too important to ignore.

I’m voting for #HR9 to hold @WhiteHouse accountable and force them to develop a plan for the US to meet pollution reduction goals in the Agreement. https://t.co/dZtddCLtjd"
996036015130402817,M001183,"Last year, Joe Manchin saved healthcare for 22,600 coal miners. Now, Joe is fighting to secure coal miner pensions. #wvsen #wvpol #KeepThePromise https://t.co/tTP7XGp7pZ"
1117872968816898049,M000087,@thinaar @SenSchumer @SenGillibrand @RepJerryNadler Here’s my statement: https://t.co/EilbJqJGte
1230272829800710145,P000613,"Cancelling: Unfortunately, I have to cancel these office hours tomorrow in Gonzales.  I will reschedule them as soon as possible.  In the meantime, if any community members needs to get in touch with my office about any federal matters, please call 831-424-2229. https://t.co/WIHYclpAie"
1251232304002818049,D000618,"New #s for MT under the @SBAgov #PPP - MT small businesses have received 13,456 loans for over $1.4 billion. 

This is great, but the $$ has run out and @SenSchumer &amp; @SpeakerPelosi continue to play political games &amp; block new funding. We MUST replenish the funds NOW."
1298970519631466496,K000389,Any eligible voter should be able to register to vote on the day of the election.
1092983631461658627,G000578,"We must build a culture that cherishes #Life.

All babies, born and unborn, are created in the image of God. #SOTU https://t.co/RFbHsWf6gs"
976107785237745664,F000465,ICYMI: Last night I was joined by colleagues from Georgia and Alabama to talk about the great things happening in our states because of the Tax Cuts and Jobs Act https://t.co/u8OGFD2Pjm
980551006667845632,S001189,Gabriela did well at the Easter Egg Hunt this afternoon. #HappyEaster #HeIsRisen #EasterSunday https://t.co/IcS4W8a8rm
910554691691364352,M001190,I can attest Brian will serve the people of #Oklahoma with a high level of integrity and sound judgement. #OK2 #OK02 https://t.co/JpZRx9iPrs
1052577769350189057,S000250,"🚨 ""The U.S. is back on top as the most competitive country in the world, regaining the No. 1 spot for the first time since 2008..."" 🚨 via @WSJ https://t.co/EXWoJ6ll21"
1181289215797219329,G000582,"Comisionada @Jenniffer2012 escucha detenidamente a los Pescadores de 🇵🇷 para atender personalmente preocupaciones de la industria y explicar detalles de Fondos aprobados por Congreso para restaurar villas, compra de equipos, reconstrucción de muelles y rampas etc. #PorTiEnDC https://t.co/ddRXc7IuAO"
1072981062752579585,H001072,"Agriculture is Arkansas’s number one economic industry, and I am proud to support the passage of this year’s comprehensive farm bill that brings much needed security and support to hardworking Arkansas farm families. #AR02
https://t.co/ka4kqb4a6g"
975863469344899073,A000360,.@Volkswagen's decision to build a new sport utility vehicle at its  state of the art Chattanooga facility is a testament to the skills of  Tennessee’s workforce. https://t.co/2vMcCaAAyS
1202981273171574785,M000133,"The Senate passed @SenatorIsakson's Merrill’s Marauders Congressional Gold Medal bill, 70 years after that unit's WWII bravery. Proud to join Senator Isakson on this legislation to honor them. https://t.co/3a5z12mNWE"
1250778193239453696,B001289,Good news: Individuals who receive Supplemental Security Income (SSI) will automatically receive their Economic Impact Payment related to the coronavirus. https://t.co/GMj4U8Xqin
1376948895998214145,D000032,"In this unprecedented year, I’m incredibly grateful for the doctors bravely battling COVID-19 on the frontlines. On this, #NationalDoctorsDay, I’d like to thank the doctors working tirelessly every day to save lives and to provide the very best care. https://t.co/bUBkhKG3k4"
1158043195495858176,M001205,"My heart breaks for the loss of so many innocent lives in El Paso and Dayton. My prayers are with the victims, their families, and these entire communities."
1054476631836889088,C001097,“Why didn’t I vote?” That’s the last thing you want to ask yourself in November. It’s not too late! https://t.co/xkB2XGRDDZ
1009087506967617536,M001160,"#Juneteenth marks the end of slavery in the United States. It breaks my heart that while we have come so far, America continues to oppress minorities through gerrymandering, voter ID laws, and mass incarceration. The fight for freedom is far from over. https://t.co/hpStFSa9eu"
1285347191205265410,S001194,"Many thanks to @ConcernedVets and @FreedomWorks for their thoughtful feedback on the 1033 surplus equipment program. Research shows that giving police free bayonets, grenades, tanks &amp; tear gas doesn't make us any safer. Eliminating these weapons of war from our communities will. https://t.co/XYGTHDrX4O https://t.co/tFwapd3U38"
1022916831705747457,S000510,"As in years before, Republicans again attempted to undermine the Endangered Species Act. This year, they also tried to roll back regulations on mining nationwide, and allow for the indefinite taking of certain public lands for defense purposes."
1179082479006896128,T000483,"Today's Google Doodle celebrates the life and work of Dr. Herbert Kleber, who helped save countless lives through his evidence-based approach to drug treatment. Thanks @GoogleDoodles for honoring his critical work. https://t.co/QTN7qLusy4"
1354559076093612039,R000577,"I want the world I leave to my kids &amp; grandkids to have the same natural wonders we grew up with.

Climate change is an existential threat that must be met with bold action. I’m proud of the steps @POTUS has taken already to meet our climate goals and start turning things around. https://t.co/dNhWAybTCX"
1319346422035238914,M000355,Tune in now: I’m joining @DanaPerino on @FoxNews to discuss Judge Amy Coney Barrett’s nomination to the Supreme Court and Democrats’ continued blockade of COVID-19 relief for struggling Americans.
892150317772615680,C001098,Proud to lead Senate bill to condition aid to Nicaragua until honest elections. Congress must unite to hold Ortega regime accountable. #NICA
1263648616389816323,L000577,"@SenWhitehouse, I disagree with federal judges all the time. I even express my disagreement. But what good comes from this kind of an ad hominem attack on an individual jurist, using words like “cartoon” and “fake”?"
1040025515757842433,M001159,"People’s lives are improving in an economy that is booming. That’s the impact of pro-growth, pro-family Republican policies. https://t.co/zUThj5zPPc"
1273691704340733953,W000823,"Our community knows the value of strong, helpful law enforcement but we've seen the bond between many police and their communities needs repairing.

Honored to join this bill to strengthen that bond while working together towards justice and equality. https://t.co/sZgDkRkn8k"
1323660061756002304,W000805,You heard the man - let's go out there and win this thing! Need more information on where to vote today? Check out https://t.co/up9x7r4T7R. https://t.co/JvG0otc6y6
1329571986259980291,G000583,"I’ve introduced a bipartisan resolution condemning these martyr payments to terrorists, which must end — full stop.

We must continue to reject terrorism and senseless violence which undermines the cause of peace.

https://t.co/gODrc2d6vT"
1193972926455959554,P000616,"I had the privilege of standing with @GovTimWalz, @LtGovFlanagan , @SenTinaSmith, @BettyMcCollum04, and @RepAngieCraig at the Minnesota Veterens Day ceremony this morning. Absolutely humbling to gaze out upon so many Minnesota veterans. Thank you is not enough. https://t.co/KRuCbIhE0V"
1256229915659317251,C001084,Powerful companies are not above the law.
1324491527662391296,W000187,Reclaiming my time! Reclaiming my district! Reclaiming the right to represent my district. Reclaiming the right to soundly defeat the vulgar and vile candidacy of Joe Collins and send him packing to wherever he came from!
1298830044626812928,O000173,"We are now 46 minutes into curfew and no one in Minneapolis seems to have gotten an alert on their phone about the curfew. 

I am not sure how the city is expecting people to know about this curfew."
1123224739839971328,M000087,"It's ERA Day! 

Is everyone ready for the first ERA hearing in 36 years? I know I am!

Step by step, we're going to ratify the Equal Rights Amendment. 

Thank you again to @RepNadler for holding this important hearing.

#ERANow #EqualMeansEqual"
1248314125043650563,R000576,Many of us are spending more time with our families indoors to #flattenthecurve. Use this time to help your community get the resources it needs by completing the #2020Census online at https://t.co/SFmW7RLerw. https://t.co/ptHa8KrwW8
1141065464598188032,N000188,Our military has operated without a Defense secretary since December &amp; I encourage Pres. Trump to permanently nominate someone to fill the position. Uncertainty makes us less safe.
1042412722904809472,M001196,Vote Explanation for H.R. 6311 — Increasing Access to Lower Premium Plans and Expanding Health Savings Accounts Act of 2018 https://t.co/gFGuYjJPlv
1238204739172646915,T000461,"I will continue my efforts to help PA hospitals, health care providers, &amp; state &amp; local officials expand our testing capacity &amp; address other concerns. The state, Montgomery County, &amp; Philadelphia governments have taken prudent steps that I hope will limit community spread."
1319031619307667456,S001206,"Fact Check: Trump and the Republicans are deporting Venezuelans, and my opponent remains silent to this tragic injustice.
Hecho: Trump y los republicanos están deportando venezolanos y mi oponente guarda silencio ante esta trágica injusticia. https://t.co/NO29T5fOQa"
893177211515277312,C001061,This is a country of immigrants...we need to celebrate that this is the country we've been able to build. https://t.co/wsVGmdmjWC
986985706009628673,E000294,BREAKING: The #CongressionalCubaWorkingGroup Statement on Leadership Transition in Cuba:  https://t.co/4ALlmTagOO https://t.co/uq00HsDYpI
1354085983394922496,D000615,"By ordering a prohibition on oil &amp; gas leasing on federal lands for 60 days, the Biden Admin is signaling they are more interested in killing jobs &amp; endangering our national security than bolstering the monumental energy advancements of the last 4 years.
https://t.co/qUpD89KvN9"
1019708839581581319,A000372,"Today, the House passed the motion to go to conference on the #2018FarmBill, and members of the House and Senate will soon hammer out differences between the two bills. I am eager to represent @EdWorkforce​ during the conference process → https://t.co/RXp9TFDJCc https://t.co/uYjQsqQPKv"
1038846547222392832,L000582,@gorskon How do you know the Lord of Light didn't help Arya out with a potential sepsis problem?
909817596232511491,B001284,Great start to the week w/ @ReynoldsFarmEq. See more #behindthescenes pics from my visit on my Snapchat! (Susanwbrooks) https://t.co/6KT02xy97U
1130922613327450113,L000559,The fact that we have more women serving in Congress than at any point in history is a testament to how far we've come since the House passed the #19thAmendment 100 years ago today. But we have a lot more work to do. Let’s keep up the fight for #equality! #WomensVote100
883482791098408961,H001050,"Thanking Capt. Jamie Kalowsky, USN, for his leadership of the Pearl Harbor Naval Shipyard and welcoming incoming Capt. Greg Burton, USN. https://t.co/84EDO9PS5U"
1372925846701420547,H001071,"The Biden Administration has referred to the CRISIS at the southern border as 'difficult' and a 'challenge.'

Call it what it is and fix it.

American lives are at stake."
1064632910400159744,R000609,Empowering veterans both during and after their service remains a top priority of mine. Read more in my op-ed for https://t.co/yXbJssEdGj where I discuss transition assistance and how we can do more for those who served. https://t.co/mV95j8klma
1184541014477815808,Q000023,"I'm a proud cosponsor of the #CollegeAffordabilityAct to:

💰 Lower the cost of college for students and families
👨‍🏫 Hold schools’ accountable for their students’ success
👩‍🎓 Give students more flexible college options and stronger support to graduate https://t.co/gNQDzPmLKE"
1367619118061543425,L000551,"It is outrageous that our laws and policies continue to criminalize HIV/AIDS and discourage testing for those most at risk by legitimizing stigma and discrimination.

It’s time we repeal these harmful and discriminatory laws.
https://t.co/Mp3Hd4FF3f"
993951209240317952,M000355,"In December 2017, after just one year of Republican policies, optimism among American manufacturers hit the highest level ever recorded."
1206681842218393600,M001197,Our bill will give veterans a second chance by expanding access to successful veterans treatment court programs. https://t.co/h5PELohh1I
1030590184998490114,T000460,"Great to get out and get riding with the folks at @CamelBak! Thank you for all you to do create local jobs, support our local economy, and get people out on bikes! https://t.co/661T7boNJi"
1289295188725129217,C001113,I want to do everything I can to help our restaurant industry—which is why I'm joining a new bill to create a temporary Restaurant Revitalization Fund to make grants available for eligible food and beverage purveyors ➡️  https://t.co/ps4NUnky31
1110636657370451969,R000595,"#MaduroRegime a national security threat to the U.S.:

- Have Manpads could be given to &amp;/or stolen by terror groups &amp; pro-regime gangs;

- Narco groups exploiting crisis to increase drug flights,weapons &amp; recruits;

- New wave of mass migration threatens to destabilize neighbors"
988467537548627969,H001069,@FCC In February I spoke w/ the @DakotaStudent about why restoring #NetNeutrality is important for North Dakotans &amp; how we need 1 more vote in the US Senate to reverse this misguided decision. Read more: https://t.co/9T2hv7YMhK
962859743852232704,S001203,Minnesotans are showing the world why we're the State of Hockey. Congrats to #TeamUSA Women's Hockey on today's win. #Olympics https://t.co/oO3crHH6fH
1228492877174575105,L000551,It’s been two years since the shooting at Parkland. Gun violence is an American epidemic and Congress needs to do more than pause for another moment of silence.
976869313738133504,I000055,It was a privilege to pay tribute to my friend and fellow senator @SenThadCochran today on the floor of the Senate and to thank him for his service to the state of Mississippi and our nation. #ThanksThad https://t.co/kD26Vt1IwH
881516553803517952,W000819,"Tuesday, we celebrate our rejection of the British monarchy, but we know–especially in NC– that a King remains. Happy 80th Richard Petty! https://t.co/Oqeq46pQOo"
1159464897262030848,W000817,This is alarming—but there is still time to avert the next economic crash. I've outlined a plan for how to do it. And we need to act now. https://t.co/sU9KGAn6Rr
1364956153491447819,G000386,Met w Linn Co Public Health Director Dr. Pramod Dwivedi issues: Public health workforce COVID-19 funding Rural health Vaccines Telehealth etc
1280910311231500288,K000391,"“In addition to the personal tragedies that will follow this policy, the rule will hurt the financial viability of U.S. higher education, hinder American innovation and stunt the country’s competitiveness on the global stage.” https://t.co/GKcbOK64Tc"
1329460629619564548,M001165,"Back in May, NBC News said President Trump would need a “miracle” to deliver a vaccine by the end of the year, &amp; Democrats cast doubt on whether Americans should trust it all.

Now we have two vaccines showing a 95% effectiveness rate.

Join me live soon: https://t.co/5zXyrK785h"
933676720598724609,L000551,"Happy Thanksgiving to all! Today, I am especially grateful for the women who are smashing barriers and changing the face of politics. https://t.co/TG9aTCGKg8"
1068162920641675265,K000389,The success of Maine’s first statewide election with ranked choice voting should serve as a model for the rest of the country. This system gives voters more choices while making sure that the candidates elected are supported by a true majority of voters. https://t.co/ypwW6gyFSf
1148365465552658432,R000595,"What #Epstein is accused of is despicable

If DOJ probe uncovers misconduct in Florida plea agreement those responsible should face consequences

The Florida plea agreement doesn’t apply to the new charges in NY &amp; I’m confident justice will be served https://t.co/YBTkKYRtxH"
1243546114302844935,M001188,"Landed safely in DC. Thanks everyone for the messages - you almost made me cry. Anyway, my staff is teleworking but they’re trusting me to craft and record my own messages to my constituents with my new teleprompter. https://t.co/goOP1ndUOj"
1154135491383615488,T000481,"Didn't know there was an impending pension crisis? Read up on it below and learn just how vital passing the #ButchLewisAct is for our workers, retirees, and their families: 
https://t.co/vCoY7HDXSO"
1217658076788150277,M001169,"Every new piece of evidence is shocking. I refuse to let this feel normal.

But Parnas just confirms what’s been clear for a while:

The President of the United States personally directed a conspiracy to use taxpayer dollars to destroy his political rivals and rig the election."
1097894001884127232,D000623,"@realdonaldtrump not getting what he wants is not a national emergency. The Constitution gives Cong the power of the purse &amp; he cannot usurp that for himself. He is attempting to set a dangerous precedent, but law is on our side &amp; he is in for a fight. https://t.co/MH4uNbZeTm"
999668813393252353,L000560,"I’ve seen a lot of questions from folks on my vote for the financial services bill. I spoke with @KUOW about why this was the right choice for WA-02 consumers, small businesses and the community-based financial institutions that serve them.  https://t.co/8SzE8SgcG1"
1090658666234171394,L000588,"In #PA17, energy means family-supporting jobs and cutting-edge science. Looking forward to working with @RepEBJ and @RepFrankLucas and all members of @HouseScience to ensure America continues its leadership in this critical sector. https://t.co/MT3GTzGcre"
1347986879820521475,O000172,"@tedcruz Pull the Clerk record. I proudly voted for the resolution against antisemitism you cite.

Your statements are not founded in fact. https://t.co/dXkHYz2d4G"
1032268933892591616,P000597,"Pres. Trump’s personal lawyer, campaign manager, &amp; former nat'l security advisor are all guilty of federal crimes. Congress must protect the Mueller investigation and be a check on @realDonaldTrump so that he cannot pardon his associates or fire those who are investigating him!"
1234908928972148736,M000087,"The US is one of the only democracies that does not mandate sick leave, which could make the spread of the #CoronavirusOutbreak much harder to control. We must guarantee paid medical leave for all Americans. 

Our current approach is dangerous. 
https://t.co/mqSHTlVqJ9"
1337600303403823105,G000579,Tonight we’re one step closer to defeating this disease and getting back to normal. This announcement is fantastic news and a testament to our incredible scientists and the historic success of Operation Warp Speed. https://t.co/2VPQMb6iaR
1136015817932517376,H001038,"The Trump @WhiteHouse has methodically taken steps to reverse years of LGBT progress.  Now, more than ever, we must stand up as a nation and choose love, acceptance and respect.  #PrideMonth  #Stonewall50 #EqualityAct @LGBTEqCaucus https://t.co/qtgiqubpIT"
1063547381076115456,O000168,@OutsideMid @RP_Volleyball Are you confusing women’s high school volleyball with men’s high school football?
1252321313651396609,D000615,".@SCDEWinfo has released another helpful FAQ pertaining to unemployment benefits for 1099s, self-employed individuals, contractors, and gig workers. Please take a look as this document helps answer a lot of questions folks may have: https://t.co/O5EedeuIPF"
1215084316365139973,A000378,"I'm glad we had officials from @SBAgov, @FEMA, @HUDgov, @USDA, &amp; @IowaHSEMD participating in the call tonight to connect directly with Iowans who had outstanding issues or questions on federal recovery efforts."
968945551961214978,P000609,"I was honored to speak on the House floor last night to remember Rev Billy Graham’s legacy. I mourn the loss of his moral and spiritual leadership, but rejoice in knowing he is at rest with God. Rev Graham lies in honor in the Rotunda of the U.S. Capitol. https://t.co/iWbfNUDxXj"
1357428454132703235,G000597,Read more about our bill here - https://t.co/eiphLN2JWP
1324475570755932160,M001188,Disappointed @realDonaldTrump officially pulled the U.S. out of the #ParisAgreement yesterday. We need an administration that accepts science &amp; will help reduce our nation's carbon footprint. https://t.co/rtPwEPOCK2
1191890442008383488,S001194,"The US Air Force has selected Kauai as the preferred location for a space control squadron -- proof of Hawaii's critical role in keeping our country safe.

This decision also means 88 new jobs &amp; more federal funds for our state. 

https://t.co/FVDb2h8O00"
989583696490528770,B000944,Unethical (adj.): Lacking moral principles. https://t.co/aDSvr1v768
1225828376172257281,D000626,Let's keep up this momentum! #JobsReport #BlueCollarBoom https://t.co/7UMxjmjQTo
1131284698632785921,S001194,Legislative graveyard. https://t.co/EHIZ2qeSMD
1230250551687991296,G000587,"As a trans woman, Camila Díaz had much to fear if deported to El Salvador.

Because of this President’s horrific, inhumane and racist policies, she was deported to El Salvador where she was murdered.

America failed Camila. 

She deserved better.

#DontLookAway #SayTheirNames https://t.co/tSULBzPsh6"
1337064641252499460,J000289,"Democrats and the media assured us that President Trump colluded with Russia.

He didn’t.

They also promised us that Hunter Biden did nothing wrong!"
1303166976152412162,O000173,"When you’re a Democrat, the media makes you have to answer for every broken window and thrown bottle by protestors, regardless of what they’re protesting or where.

But when actual GOP &amp; Trump supporters, like the folks below, call &amp; cheer for assassinating Democrats... silence. https://t.co/6k3pysegpY"
1002292239580696583,R000595,"Today, I joined a group of colleagues in submitting an amicus brief asking the U.S. Supreme Court to support state laws to defund Planned Parenthood: https://t.co/Imvu6wh8or"
885963291276836865,C001107,El plebicito domingo es una oportunidad para enviar un mensaje claro al régimen y al mundo sobre los deseos de #Venezuela. #ElPuebloDecide https://t.co/v2aTNaWq6d
1237778287885193217,P000613,"The federal government is working closely with state and local partners, as well as public health partners, to respond to the respiratory illness caused by #COVID19
Residents of Santa Cruz can find more info here or call 211 or text ""COVID 19"" to 211211
https://t.co/OrBf4eN6H5"
1063830898569822208,B001292,"We still don’t know how pulled the trigger that night one year ago, and we don’t know why they did it either. 

I will continue seeking these answers, and I know my colleagues will too. It shouldn’t be this hard. 4/4
https://t.co/TSBeAs5Sn2"
994262034140286977,E000215,"The new FCC Chairman fulfilled his vow to eliminate the 2015 Open Internet Order which enshrined #NetNeutrality protections into law, but it’s clear that his idea has been rejected in the court of public opinion with millions of Americans weighing in to support #NetNeutrality."
949041369296842756,R000435,Offshore drilling in #Florida = onshore problem on our beaches. The administration's wrongheaded move can hurt #Florida tourism + #economy. We don't need a #DeepwaterHorizon in FL
995051079913099264,C001098,"Congratulations Jefferson County Judge, Jeff Branick, on his appointment to the EPA National Advisory Committee! Judge Branick has been a great leader for the Beaumont community and will represent Texas well on the Local Government Advisory Committee. --&gt; https://t.co/hGOdT3ps06"
1319791485932351488,F000449,"Back on the road in one of the more unique Congressional districts in America, visiting businesses and nonprofits that received #PPP loans. This bipartisan airlift saved over 300,000 jobs in #Nebraska Come along as we meet some of our neighbors and friends https://t.co/rLUZaUAEss"
948932034717560833,H001073,"#ICYMI: I weighed in on #NorthKorea and the #IranProtests on @foxandfriends this morning. Here's one of the things I learned as an undercover officer in the CIA: be nice with nice guys, and tough with tough guys. https://t.co/bD7mYEH53i"
994583336235528192,K000389,Colorado teachers are told to “tighten their belts” &amp; accept cuts to their retirements while the state pays Wall Street millions in fees. This is how our system benefits the investor class over hardworking Americans who’ve faced decades of stagnant wages. https://t.co/oCIP9umvBp
1225805429403459584,C001122,"Our vets don’t deserve to be penalized for living in the path of hurricanes. My legislation helps them rebuild and recover by reducing unnecessarily- high loan fees. 

https://t.co/o3wwAIkshG"
1239966778249195521,C001047,Social distancing is especially important for senior citizens and those with weakened immune systems. https://t.co/BepbNp5yis
1123990955072327681,G000585,"#climatechange is a real threat no matter what the republicans say.

That’s why Democrats took the first step by passing #HR9 to protect our planet by keeping us in the #ParisAgreement and laying the foundation for a comprehensive plan to tackle the #ClimateEmergency. https://t.co/SoJcp1NUe8"
1223396686703316992,M001190,Adam Schiff already had 17 witnesses give their testimony &amp; they all confirmed the same thing: no crime was committed. That fact has never changed &amp; more witnesses &amp; documents wouldn’t change it either. This has been a sham from day one &amp; it’s time for our country to move on.
1097907952470634499,W000816,@janetjanssen Thanks for coming out this morning!
1311706295158927362,R000614,"The House shouldn't have to wait until the powers that be emerge from a dark room, whether it be @speakerpelosi or the Treasury secretary. I shouldn't have to find out the details of major legislation from K Street on Twitter before I get the legislative text. Enough games. https://t.co/9uzDoppzEh"
1372249854148292609,M001153,It is my hope that @USDOL will work with us on a permanent solution to the challenges seafood companies face in accessing a reliable workforce.
1233505759389986823,H000324,"Recognized as 1 of S. FL's 25 most influential Black Women in Business &amp; Urban League’s Margaret Roach Humanitarian Awardee, Burnadette Norris-Weeks, J.D. each year dedicates herself to organizing the Women of Color Empowerment Conference to benefit our community. @sflwoc #BHM"
950818851616448512,M001170,"Congratulations on the appointment, @SenDougJones! We look forward to working with you and your team on @SenateHSGACDems.
https://t.co/lT3RQRj5U0"
1034878633029058560,L000578,"This week, I had a very productive meeting w/ Butte County Farm Bureau, where we discussed issues affecting Ag in Butte County. Topics included immigration reform, water issues in the North State &amp; throughout CA, as well as the impact of trade on our Ag economy. @ButteCFB https://t.co/divR96lVSQ"
1322963857510420482,M000087,This event has been postponed due to today's weather - stay safe and warm! Stay tuned for our rain date. https://t.co/VRl3t4UY9p
1138910138394456064,D000615,Asked unanimous consent to provide critically needed funding for the dangerous and ongoing crisis at the southern border. And yet Democrats keep ignoring the crisis! https://t.co/VdbTAbKsDB
1174073017531547653,B001291,We had a fantastic turn out at the U.S. Service Academy &amp; ROTC Forum that @TXRandy14 and I hosted on Saturday. Thanks to those who attended and hope many of your questions were answered. Having a role in selecting our future military leaders is one of my great honors in Congress! https://t.co/5miDyUTIzH
907917580186333184,C001095,Immigration was THE issue separating @realDonaldTrump from 16 GOP candidates. Our party must accept &amp; act on this. https://t.co/ZjLH5v2TLR
1205210004128706562,D000563,"I'm introducing legislation with @SenMikeLee to correct this provision, properly awarding elderly offenders their good time credits &amp; allowing them to transition to home confinement for the remainder of their sentence as the First Step Act intended. https://t.co/hXJPjcVfyF"
1370502666829320192,O000171,"I'm grateful for Ann’s service to our state, and for her care and concern in her work for tribes, public lands, and our immigration, criminal justice, &amp; health care systems. I'll miss her guidance &amp; her sunny presence around the corner from me in the Cannon House Office Building."
1078785509306949632,H001050,Please drive safe and monitor the #HIwx https://t.co/dAQQhRqqjq
